step, arokato, population, wealth 
5,AR73210501,19.910915398111715,5.239447687934605
5,AKA15105,10.706752830195471,2.222779026118044
5,AR29410,28.147951083333844,8.344238386479356
5,ABE05107,30.66299754710541,9.605289190446907
5,ABE01101,568.0777610631749,603.8720624489024
5,AR80209565,22.191941096093537,6.5169604732567
5,ABE06110,132.24043310125086,75.5296221546967
5,AR25420,41.10115191200241,14.18656774010771
5,AR66236501,39.809296054602456,13.464089950277868
5,AR80410,66.50178611260061,30.61380064593278
5,AR95409,11.859466894346154,2.5616059808933875
5,AR70234501,310.8665410517567,256.930779423965
5,AR89410,11.098003274821613,2.234211216827479
5,AR29216501,12.79096970790256,2.717956386801847
5,AR75452,83.63620557885184,40.32809711461972
5,AR29405,17.612724908554913,4.288001442001719
5,AR80405,28.380283801491153,8.839001947433152
5,AR29236501,13.425642181167525,2.9059910010044123
5,AR70240501,14.918467356029726,3.3729389313779428
5,AR52258551,12.781141799709232,3.1398416467451873
5,AR32459,13.012819946695858,3.406686314807639
5,AR89401,125.34003250309402,69.58942088004763
5,AR70401,534.9836346926478,556.748486921255
5,AR73405,54.79646425917009,21.805031038679427
5,AR50257501,23.91182351385909,7.8385022446526245
5,AR80419,18.570071423955557,4.99843618215444
5,ABE07101,68.58785818017392,33.6796987285458
5,AR61217501,14.313243262509548,3.1845371305336356
5,ABE06104,16.09847204944557,3.857783204202696
5,AR32413,33.86943023090915,12.09872243592137
5,AR73401,235.77647371701977,173.6837417453122
5,AR80455,24.219972851506302,6.888345651151602
5,ABE07113,31.874220622490625,11.366460360396422
5,AR61410,21.933099741389782,5.783583373921712
5,AR75445,28.12857375232113,8.796568947548483
5,AR50232501,24.743970831905067,6.985617676544364
5,ALI01101,13.28555883093397,3.0708379593881596
5,AR92408,14.649663110691689,3.8114088015143963
5,AR92437,13.450404235581507,2.935567166198525
5,AR75464,24.7071522342072,7.706000756238138
5,AR80435,72.4692700922846,34.350559612077255
5,AR70250501,13.28368702699607,2.925956441184385
5,AR70202501,49.56368542674159,18.553320514245964
5,AR29401,144.53245628106316,84.65149955818175
5,ABE03114,77.30397748197323,35.64269777158877
5,AR92410,68.11783629812118,31.393302202540728
5,AR25432,44.43529971522358,15.655004029776368
5,ALI04106,21.42383301088624,6.170888372078443
5,AR92254551,14.449538633727286,5.264142926136425
5,AR27212501,15.40326341323754,3.867075218090107
5,AR92425,44.39321881189252,18.6352459563098
5,AR80450,26.06631116780482,8.507267819002498
5,AR75219554,14.559384159922551,3.9202852323838835
5,AR61401,242.5928716868566,177.50289825579185
5,AR27239501,31.976011107673532,10.812454478474072
5,AR32419,342.2644611254709,319.1018965800732
5,AR27405,22.466647477426573,9.722861331253553
5,ALI10116,273.10108806320693,216.63082566227268
5,AR27401,222.33890614333626,156.47760123487853
5,AR80401,605.1083059845987,661.8851485240165
5,AR75409,49.79176799809993,31.33080139344999
5,AR75424,22.45683946990908,6.545319936287726
5,AR46216501,22.086718113619888,5.882797425222567
5,AR66401,172.91376356342175,109.59083422712835
5,AR29208501,13.857757053594417,3.0441299166695153
5,AR46220504,12.606643383710946,2.6883743735929992
5,AR97404,42.82354190728449,15.036718409636153
5,AR46242501,26.40668776917224,7.605145932327557
5,AR92403,12.449826825352726,2.6917289461509615
5,AR75229516,19.002540376684887,5.347717843509576
5,AR22243501,14.500890392578249,3.24834098336498
5,AKA15103,144.84357838114147,87.38787894901236
5,ALI02108,243.5593350080482,184.38533490431107
5,AR46253501,77.89499250626167,35.79188159908561
5,AR92405,55.068455865380585,22.003783424090923
5,AR25424,41.453886842619625,14.385552362027589
5,AR52405,28.90080646730503,10.201144874876835
5,AR37216501,13.072240518795706,2.8632561855930865
5,AR46470,116.64570601414972,64.12592680067208
5,AR32225551,18.545037616917263,5.067181935277122
5,AR61405,29.628241459214394,8.853883863969799
5,AR75249503,32.212025463061416,10.839313079612808
5,AR75455,25.307608655078596,7.809280189373528
5,AR52401,638.4676881444625,713.2774236780012
5,AR75209505,15.182611625232969,3.885251555141328
5,AR46230501,13.455845159729694,2.942069248967461
5,AR75442,162.78993432610707,117.5678043804527
5,AR75403,40.80541464221353,15.680274269710615
5,AR29223501,19.005187191275486,4.775611527615732
5,AR50401,1112.655168792588,1583.7748340624935
5,AR80417,19.62501259149598,10.604893741581622
5,AR75448,47.57005886846581,18.776413826394187
5,AR52410,28.680556786752675,16.47852777160503
5,AR66258501,27.358727879360295,8.078244905633156
5,AR75209503,17.04678164694922,4.738520772891726
5,AR37226501,13.922758793048038,3.217217103462617
5,AR46438,128.5955892772998,73.09438411382055
5,AR27430,34.760636190912926,11.858784710377474
5,AR29415,19.689894680004308,5.0580734248779455
5,AR66241501,33.74178764168897,10.686035404797204
5,AR50259501,19.67816045534826,5.330370293147703
5,ABE03115,11.173757246741797,2.2605403690026202
5,AR75401,1093.7325727934183,1545.6687074673837
5,AR46256501,15.005535856060497,3.573595851660121
5,AR75412,190.46749261340614,137.29220275676474
5,ABE03104,160.31980224047282,98.50392946865314
5,AR66205501,33.87443603019847,10.673332544537672
5,AR50219501,13.6069191389238,3.0280163125010993
5,AR29206501,11.548899936891976,2.385039051306351
5,AR50418,33.85574520867307,11.696018481824673
5,AR37244501,11.01772466700587,2.329175152183251
5,AR50252501,21.938177581550896,6.848274075119809
5,AR37242501,20.730456060221343,5.505191322176784
5,ALI10114,15.994994240473266,3.9401745941345463
5,ALI07107,12.904198442877082,2.908727845547029
5,ALI02109,11.51508274215935,2.648998209482924
5,AR92417,18.76918435868944,4.752634825347672
5,AR46206501,48.56813723613016,18.567984836459658
5,AR22224501,43.730736658465915,16.095282322673828
5,AR04256501,25.127631791004557,7.19302559532515
5,AR32401,416.84171219985376,405.646543171623
5,AR75238501,23.96210384368154,7.321918344082244
5,AR17242501,18.59495587212328,4.646647305361779
5,AR50405,45.230385694007516,17.60230555273406
5,AR92440,56.88127059480664,23.645820323822644
5,AR46212501,64.0153778042375,27.015036323490296
5,AR46238501,38.63427658193628,13.760164326060483
5,AR22403,44.719803909172725,16.328494250861066
5,AR22238501,48.38295458204033,18.40356919269022
5,AR80415,27.305571727685813,8.775768675891019
5,AR46405,10.902490729470145,2.3837087843919975
5,AR37401,157.9301682284942,96.74154558455375
5,AR50415,34.74728299788084,13.284824226240854
5,AR75415,27.28368089254061,8.650797320571295
5,ABE03116,49.16066103432851,18.095173054361688
5,AR97413,32.25159421433909,10.128526506077359
5,AR46489,25.322024530432223,12.824563745357331
5,AR46233501,16.655311938518672,3.96721336924984
5,AR97407,36.47333801224427,12.544763964722359
5,AR17435,96.58988521383237,48.68060127185609
5,AR46257501,20.806956437916615,5.410680614163633
5,AR52413,18.10174239214522,4.991013907865901
5,AR46243508,17.487509187065772,4.324048384424938
5,AR17420,57.877833622187524,22.93060735237266
5,AR46248568,13.079212382401392,3.4406303868412698
5,AR46411,23.041480146487885,12.555709047270277
5,AR46231567,34.38883822953446,15.302199233456765
5,AR46231565,11.201796905429337,2.730521056552971
5,AR46231573,22.1545388852994,10.212760086080598
5,AR32410,24.633663575889084,8.095204603795978
5,AR46465,23.142745258836158,6.271454510699028
5,AR50206501,29.75543502457127,10.07474708610256
5,AR92430,20.890854471740056,5.995868682710788
5,AR75434,38.217671221538026,14.24337931605287
5,AR46243513,26.501791652102344,7.919365836992588
5,AR46239505,16.403054142377524,5.301454698391389
5,AR92240501,12.496881214682663,2.6528447884859054
5,ALI03102,98.00031229611619,49.822770225779315
5,ALI05106,44.181038932502275,15.965662071679615
5,AR32449,52.008141951694725,21.704705895036163
5,AR45,8115.644145368592,27894.72081723033
5,AR46243504,12.294475751474227,2.697118417248415
5,AR92415,24.025588967378834,7.211011556803384
5,AR92401,857.6322290537107,1090.0281713867012
5,AR46457,120.31833194056935,68.20224503444976
5,AR46204501,667.3357123871197,1083.1039677356425
5,AR46239503,21.49947964723886,7.953063737048341
5,AR04257501,26.209378230576576,10.463850510660476
5,ALI06108,14.379195540295406,4.146212739704262
5,AR46259554,11.803135547561881,2.793070086587225
5,AR46223554,15.030963548373583,5.1049446545791906
5,AR46218503,25.63183137564471,11.80601519288772
5,AR46259503,18.9005395497321,5.8014141157928485
5,AR52418,11.189471376699633,2.626701134254794
5,ALE01117,69.79144558832161,29.747063192017418
5,AR32246551,15.26043048881276,3.775956075427913
5,AR75421,23.686174180204336,6.966647798369574
5,AR46245505,12.256443111365964,2.652026270025526
5,AR80403,19.927403478244024,5.144578838899376
5,AR92239501,12.057726671341326,2.7013489987513495
5,ALI06110,64.89505489429335,27.895543888592442
5,AR25428,35.52738472250181,11.367856609513325
5,AR17246501,12.167194906072524,2.5464660765484446
5,AR22242501,53.8930201707705,23.148493245033112
5,AR04247501,40.502457500603455,16.998276921238574
5,ALI08105,14.293738397215538,3.226522866507673
5,AR17440,21.806228981125034,5.8136163512882995
5,AR22242503,11.95309771077219,2.8634392295733946
5,AR04401,462.6142826731436,448.88306083969326
5,AR04426,33.996465702048766,12.947380463076845
5,AR58220501,15.46309184463135,3.5582400612528766
5,AR22240501,17.499228705064237,4.5297942778194615
5,AR75406,39.971155543048496,14.156652721791934
5,AR75244501,24.022574890109336,6.7278583853202
5,AR32440,39.372346390012666,16.213577066454185
5,AR46247558,13.025820946751923,3.703211771737473
5,AR32404,133.15332529716528,82.1082728176577
5,AR37405,60.532523336617935,24.961778004962717
5,AR46443,20.181879019010395,5.966236998209379
5,AR25414,55.527696999796696,22.096311346147022
5,AR71405,51.51095272873465,19.87826902105681
5,AR25204503,14.509938227328451,6.020452923662393
5,AR97401,115.98124779154487,64.81165497995873
5,AR17401,166.63863080527022,104.24247722735979
5,AR17230501,24.14293767463672,6.777112984741945
5,AR46252501,26.388957712189757,8.156197455932844
5,AR04420,93.3484439239266,49.17514340461553
5,AR04406,33.28164174649277,10.832523080233074
5,AR32243551,19.148261574599026,5.268539613341338
5,AR32422,43.669054641842536,15.539455719120223
5,AR33404,28.033196479007337,8.863452899080665
5,AR28435,28.104506389173245,8.192510007313158
5,AR17415,42.31392888587442,14.996960337594986
5,AR04218501,33.435736545405405,14.940322995627065
5,AR28445,52.15678014777181,19.6675883582074
5,AR33210504,15.618460300989696,4.227536039911939
5,AR04403,57.05354923591166,25.39217332679802
5,AR80460,16.782286906679726,4.027767886066242
5,AR94220501,14.334639148277363,3.3329149900846433
5,AR37208501,11.699746806861622,2.467926828687509
5,AR46208505,17.64915562874584,4.619821533163419
5,AR46215501,101.96946057285813,55.88809396081237
5,AR17430,40.445152173908966,13.85770162358816
5,AR37212501,12.58438796222292,2.7566916365454652
5,AR22401,1402.0567080951537,2207.5221280518663
5,AR46221503,11.789739001828913,2.479346442256746
5,AR58410,62.80561992993564,25.64383945374359
5,AR46221501,57.815013595427814,23.673512366783864
5,AR88415,13.38480782291423,2.951953873950412
5,AR17425,106.73285053382133,55.57035459369251
5,AR17225501,12.607796579479485,2.7845276242256003
5,AR65436,157.96065864252716,100.56948144565794
5,AR17410,79.88545421466875,37.008685316496496
5,AR65203551000,13.802846745864937,3.057923503705768
5,AR65482,53.323980237087234,23.09661171688952
5,AR94430,32.33215799844646,10.425731692747995
5,AR46215503,20.80953755930307,5.509308237240619
5,AR94440,79.51559802656547,41.09941727855238
5,AR69401,280.8903360014344,225.99379508899045
5,ALE01149,22.65092965807623,5.999358729296768
5,AR17256501,17.80175800522285,4.330952703830516
5,AR57257501,12.815870541643116,2.747532632921738
5,AR65241501,21.997029378123557,6.92381498624226
5,AR28255501,16.082842271198725,3.742612596873825
5,AR92201501,23.425848473269433,8.086909753847138
5,ALE01134,76.57345505322702,34.22829604839509
5,AR24235501,24.62656443350297,6.930157764668331
5,AR65468,39.89153525102363,13.670074291784573
5,AR88401,99.08798553231824,51.54205928737423
5,AR22228503,59.13019138579828,31.556543916843832
5,ALE01126,41.58128847558868,16.886225211605
5,AR71415,21.797662757673443,6.0896164824205155
5,AR65228501,15.108078675364366,3.507549605330177
5,AR28430,14.51039736417641,3.259799725746011
5,AR65484503,33.51673402043095,14.553743776588728
5,AR58229501,12.323965010193753,2.5427778315016756
5,AR78405,24.530705695222156,6.807141747663566
5,AR46254504,11.00417597649397,2.2188755313136785
5,AR46418,34.831597557090944,11.27197194779159
5,AR57435,13.857033232573286,3.3288738585651965
5,AR22255501,12.494258517641441,2.8395708241026067
5,AR65416,46.5270316006868,17.606984225725107
5,AR25440,21.89216709152155,5.164490700426469
5,AR22247501,21.826026534580876,6.510849197559752
5,AR65426,20.53370088982563,6.000270774506164
5,AR65401,1036.8069054142925,1435.418242301589
5,AR94401,321.3444711303669,272.4379961592842
5,AR24411,73.26492205543838,35.613248516078535
5,AR24407,30.69780120013788,9.881382206045998
5,AR65440,32.22019428111702,10.181898752041086
5,AR65228558,12.273731780170912,2.603367683181159
5,AR28401,283.0400918700848,221.61141034354813
5,AR28426,44.01376247342695,15.637739568535988
5,AR52415,24.12843846257668,6.76807203774138
5,AR65480,214.7557414706952,191.05418872873884
5,ALE01150,644.3567969201847,724.1724135405536
5,ALE01127,84.50510385505868,79.61928461748705
5,ALE01167,11.536048191507021,2.4342028365194373
5,ALE01132,11.095542210867654,2.2501827696927945
5,AR94244551,12.331985395939759,2.6903724068284713
5,AR24401,398.1841387948728,367.209203969986
5,AR65409,67.43509332762585,31.231019921416507
5,AR69402,26.368385473907082,7.650850421145669
5,AR65249501,18.3046869444207,4.572328604673507
5,AR28450,37.1093576942674,12.170045398688647
5,AR28234501,14.271061016292906,3.1612894234200657
5,AR94410,69.19963046466103,34.18470615780318
5,AR24223501,32.0048248932978,10.659057919720306
5,AR33241501,11.517793261773823,2.3485350052894667
5,AR71401,163.4898010831313,102.0914925177273
5,AR28440,20.646105923073403,5.3037486029574925
5,AR78410,31.13910059392142,9.606656752343063
5,AR24403,56.95835363144056,23.942206531518984
5,AR28222501,11.731916555828121,2.4113050598181496
5,AR24409,42.399878170390444,16.252449796344333
5,AR57240501,13.62290358038513,3.1422863867967306
5,AR78212501,22.894711266514555,6.432670313026024
5,ALE01114,14.698867116547465,3.355307092397294
5,AR33250501,12.467189532282775,2.6176855345628627
5,AR24237501,20.948122364996973,5.493050312701577
5,AR58233501,18.66412336094247,4.637295607572011
5,AR28420,17.150739059479655,4.099709517272621
5,AR65406,37.41883644768264,12.682036172829642
5,AR65486,22.877090886587716,6.410185401756147
5,AR24220506,19.98556662246587,5.237531195254769
5,AR65453503,16.693764071806775,4.301145384294025
5,ALE01173,29.0595716959714,8.565117277254016
5,AR57422,77.92492066551301,42.34504144844252
5,AR65453,25.52116732490852,8.474345245343825
5,AR24405,126.55571356770697,70.98271049563557
5,AR34420,23.916873151616944,6.783455296842518
5,AR22254501,11.41570197404632,2.3231399272442816
5,AR65473,34.59830565722175,12.599519330206128
5,AR78420,30.719651558371037,9.338532643842564
5,ALE01170,12.273382321296102,2.587824412048724
5,AR28414,70.94110720932596,30.565089840828062
5,AR33236501,15.427151675004936,3.514617789456612
5,AR78401,451.23344364646823,436.10700747193926
5,AR65432,48.620503438880185,18.172647558162836
5,AR22258501,22.534128213701045,5.973882190876524
5,AR34401,187.7127498567204,124.67700903018407
5,AR28405,28.529013295304782,8.365927509436819
5,AES01146,19.320326430664828,4.857699293557684
5,AR25220501,14.777190966836542,2.9205067792187087
5,AR58401,87.17324486138969,41.14092676592536
5,AR65403,60.087988092946006,24.56619411788654
5,AES01149,11.312070734783752,2.296042318280069
5,AR25410,18.569257437232807,3.953813131608263
5,AR28408,32.23403412541455,10.010356330691966
5,AR78417,18.5102300951035,4.82783232403074
5,AR57244501,15.162434427804037,3.7646188621353285
5,AR65476,448.3042464616713,435.7237643093386
5,AR57234501,23.14172123800463,8.802898585159033
5,AR49208501,11.196126408510741,2.2546540467121012
5,AR94204551000,13.032717655182037,3.285996862351133
5,AR49413,26.97129915469945,7.765511724054953
5,AR57401,765.4835662685302,927.1104327321524
5,AR65254501,20.001358592848074,5.161884038545988
5,AR78415,196.66517950368694,131.79100137891376
5,AR65496,51.64649635290101,19.881938464719283
5,AR57212501,24.949287993792893,7.537624004117795
5,AR57427,86.26520062598739,47.267658536449574
5,AR94420,63.63199250154743,26.738755957559164
5,AR78215501,17.926803184573707,4.390252870446972
5,AR71410,41.01895009060641,13.60530526301724
5,AR04422,17.858470518673577,4.916897341243077
5,AR57440,71.35005702693688,36.41491487994185
5,AR65470,53.27757329051831,23.885796612269523
5,AR33410,29.455265952646535,8.817133827336768
5,AR69405,23.916416222356876,6.496782362980415
5,AR34414,17.233893452304034,4.106855773039569
5,AR65460,43.87645281626211,17.341089055916022
5,AR34430,23.55837688845451,6.325208581031102
5,AES01147,19.017886472744898,4.77617782263095
5,AES01143,79.66102407433439,36.261941076419035
5,AES01129,38.41108465996846,12.825514892910128
5,AR34408,17.040779707209165,4.059701864417264
5,AR57214501,10.745306783896325,2.1997542419071583
5,AR49408,46.959047440367435,16.9868748122575
5,AR33214501,21.14890671393027,5.555386875322152
5,AR04412,18.571211437361196,5.096079772875162
5,AR57416,18.496725162160356,6.469003677540021
5,AR34405,28.87937249206783,8.53847964219901
5,AR49401,67.71050717471124,29.048468306976133
5,AR33407,52.7649271794737,35.150611179688305
5,AR57412,41.54061021140147,15.260414273241786
5,AR33401,306.0448141620734,250.1580402376727
5,AR98203501,12.679630343462092,2.3052410239909844
5,AR49232501,15.009249855894,3.387852496125496
5,AR65478,21.98512084678793,5.944798672690613
5,AR33228501,26.330713803836893,7.506864359189924
5,AR33413,40.24344554290918,17.018862451174005
5,AR41438,27.289930928657668,8.084101231774435
5,AR33205501,11.015457447162824,2.2320462302160715
5,AR49220501,17.088700127711782,4.118578487487488
5,AR57415,52.96516960616353,22.587277340889642
5,AR57141,23.187352009048453,6.328284768668871
5,AR57418,68.59662245468955,32.36999302650714
5,AR65229501,18.89753329431464,4.736914161967631
5,AR41451,37.86917810703285,12.817294423876708
5,AR49250501,12.13296104267344,2.600600903082231
5,AR19430,98.7586839059777,48.80878641793687
5,AR57405,21.819151376410154,7.182868025614942
5,AR19401,150.8762066468415,90.76510850687055
5,AR57405558,14.222437625376521,3.3117659270614883
5,AR33207501,11.415222246500829,2.2285071734416393
5,AES01133,15.172942956540018,3.4949437824593383
5,AR41218569000,13.541053937419449,3.651717685782458
5,AES01123,29.708651929938995,9.216464916767334
5,AR19205501,12.67395863994928,2.6736527187042833
5,AES01115,60.25915694429233,24.613461278487062
5,AR41218554000,16.044123864604465,5.177658879608739
5,AR57408,133.68916088965778,81.00463687304634
5,AES01140,303.98039111401124,244.4754464944743
5,AR19420,46.72183993976049,18.919719440438808
5,AR41403,21.815467463601685,5.920767488387064
5,AR41440,18.015771979235947,4.500331719258794
5,AR41466,18.61725134059307,7.022337854791029
5,AR44401,63.16191019696015,23.161812671594443
5,AR41420,81.37422455043598,76.06178934715498
5,AR57430,96.32602730926972,53.519538343020095
5,AR41460,19.56579259726642,4.998279006053294
5,AR65456,229.4497295281696,165.5006651026068
5,AR41225504,20.493305504400585,11.130874924588856
5,AR41428,14.868280679772905,6.27178390371108
5,AR41408,39.86957451359582,14.302663088667867
5,AR65445503,40.51493238636917,26.857724809776578
5,AR40,3452.7751237958573,8328.001473497
5,AR41475,24.261657940072773,13.434547276365263
5,AR19252501,11.90598557469486,2.4273741634750943
5,AR41413,62.21573518228368,56.137968238177336
5,AR65490,28.23815182466471,8.940240075387685
5,AR57226501,16.01355774239106,3.658198255548931
5,AR33222501,13.81189337722526,2.8947685989742067
5,AR65428,23.260746391916996,6.231349606192424
5,AR41417,55.83058549730477,22.897828333803748
5,AR41432,18.565240413768283,4.609756378677906
5,AR19410,39.473139799308555,13.384605747860457
5,AR41442,18.65823873115702,4.629989278836351
5,AR11222551,14.371273246281781,3.0273584552348876
5,AR71131,21.331693004062075,5.027216538873659
5,AR19222501,11.888845931874314,2.4072248921919868
5,AR41448,14.821037744723514,3.445096864851563
5,AR11205501,17.53187805937134,3.9044833735034707
5,AR41215514,11.009572478365817,2.2251749308411037
5,AR11410,66.68388991464724,27.886574310456517
5,AR11408,12.659895634969798,3.423298958917742
5,AR87401,66.89413042449988,26.428778803759357
5,AR11244501,22.56308680344595,5.631360013572652
5,AR86410,18.65266352462319,4.623068021288879
5,AR86401,145.27269213359955,84.93200457242685
5,AR98401,75.21100106902207,29.715252544592758
5,AR86215501,17.210653477526428,4.268731600393289
5,AR87244505,11.81017432023343,2.3149220199067297
5,AR87208501,14.251352077856392,2.948817023164842
5,AR11525,13.801060563791662,2.7727516684402898
5,AR86224501,16.632729750646295,3.8446054482371386
5,AR87425,53.32796026462668,18.544265837428313
5,AR86245501,20.6477484032972,5.115857719442749
5,AR11420,22.34077261612421,5.7290653907145135
5,AR86204501,15.527667302163628,3.4470031287549907
5,AR11401,297.73130720233723,239.43669675925082
5,AR11430,103.92638822959776,69.08825920664952
5,AR86212501,18.939885885792812,4.504582544524235
5,AR87420,31.36179180221119,8.579814961337156
5,AR87415,46.28397721959761,15.128857233448185
5,AR71171,17.16304309649177,3.736426668259767
5,AR47408,40.88111599768557,14.169043351739155
5,AR87410,72.4391923616389,28.726574234678537
5,AR47405,58.8232445162225,25.39250073517615
5,AR11111,13.374063852917407,2.376385772441055
5,AR47415,51.908342288826404,22.60596222442707
5,AR47417,13.540175930359009,3.6186738391845656
5,AR47401,282.93846635492775,214.90463152258954
5,AR47525,16.750015207495366,8.388842611660698
5,AR04429,120.03902129973022,62.478380633047
5,AR04121,21.52715298590374,9.601304314676089
5,AR47215551,17.3411476760655,4.234092245757969
6,ATU02101,174.9695849993268,105.30499208584544
6,ATA02101,262.6348427455899,202.48384975823203
6,AAZ07104,26.923095988340656,7.884843138134594
6,AUZ07104,21.250164597591947,5.865915715544493
6,ATU05103,73.1920565660289,34.11696479980825
6,AAR09104,20.76452277400015,5.62944239872789
6,AAZ02102,27.3261394874203,8.284092288275074
6,AAR09102,11.198646277199833,2.4686636501160533
6,AAZ04114,18.44171796515573,4.745406830393214
6,AUZ09104,232.62511493248292,173.0883198618646
6,AUZ02101,100.6285879623818,53.43644958044473
6,AAZ10108,22.278756948652767,6.574895344033482
6,AAZ04115,14.571812606435504,3.594477230894085
6,AAZ10101,17.702374420229326,4.916207024762153
6,AAZ04107,13.324593659836852,3.2248022689153015
6,AAZ04101,15.004500426304382,3.5866509750359095
6,AAR04101,19.55468931648067,8.406742196509631
6,AAR01101,614.922512790538,686.9259132949948
6,ATA05101,135.37720019616182,90.86689460838592
6,AAZ01214,22.323266427042356,13.963799996497517
6,AAZ04109,11.164626710891236,2.3688829086695358
6,AAZ04103,14.090327901010072,3.3879396787161786
6,AUZ03101,180.7766411612053,126.6175666533465
6,AAZ01101,950.6953041616848,1262.6454812077004
6,AAZ01218,14.272286475563133,4.034352969183948
6,AUZ03103,121.13920280086879,72.25168658551706
6,AKI05101,73.9025473636884,36.0026233421869
6,AAZ01215,32.502221751140986,24.0467320359302
6,AAZ03101,109.41984025686301,104.83758895562674
6,AAZ05107,18.45679569514118,10.559515428530883
6,AAZ04117,22.758114605466936,7.156147844834085
6,AAZ04106,17.70404937079049,4.510633590081936
6,AAZ06104,13.995916626749928,3.2424689594558096
6,AAZ05105,128.19143040549173,73.85844857943239
6,AAR11103,12.609367598889762,3.1573987645609067
6,AAZ04110,22.23327338996105,6.931755477321475
6,AUZ01101,179.5365525634698,127.26786861607292
6,AAR08102,130.1352745439081,83.48628557415702
6,AAR06107,60.0609231828602,30.569248270059514
6,AUZ12109,80.33743608506322,70.3566796140757
6,AKA13204,27.784904406927943,11.339251496911812
6,AUZ05104,144.63854675697132,93.7011235560595
6,AUZ12101,78.99199888883876,52.59798766695442
6,AAR06101,19.193530305118475,6.160347354564623
6,AAZ09105,37.176687249101406,12.78363232059509
6,AUZ12112,1217.279330770355,1798.4112538828908
6,AAZ08101,17.21917638054395,4.425606277365904
6,AGE10101,19.58507359362594,11.059165625022729
6,AGE10105,20.282097815056574,12.01473599993059
6,AAZ08105,18.50943314545938,4.900644926606763
6,AUZ13101,47.44436666207739,17.753723730219953
6,AAZ09106,10.974862184499234,2.3262951697298364
6,AGE02101,91.22221875550704,46.296636624394836
6,AGE01101,904.3262953439624,1182.519317587702
6,AGE02102,15.905183095585627,6.070294347179026
6,AGE09103,16.67230035736662,4.339948406488253
6,AGE09102,27.61208598840431,17.257472692913446
6,AGE05104,17.74557363733897,5.684858764588716
6,AGE03102,21.490840550091036,6.730847010077907
6,AGE11101,44.197708358996685,21.816952438802524
6,AGE11104,20.471612902738702,5.902226175447638
6,AR82410,58.54943729004139,23.978454688497326
6,AGE04103,19.555095903322794,6.130653650465544
6,AGE08105,47.24900995921929,19.30669209841247
6,AGE04105,22.364545106042176,7.416658408361283
6,AKA13104,27.000206258209733,10.141268189403943
6,AGE04108,160.59310065119658,105.80412712090289
6,AGE08104,19.989598908745307,6.006504731761395
6,AKA13108,206.3177076499886,170.1882090171623
6,AGE04110,23.65992542645605,7.201567246441737
6,AGE04111,12.617579077359418,3.76924824791947
6,AGE04107,29.329131535958076,13.55255600998489
6,AKA13101,25.052460467249922,7.822522452675733
6,AUZ08104,71.52061715086336,30.490549409747143
6,AGE08102,34.25148925572634,11.958169086252274
6,AR82415,12.143619122238135,2.8034296017372355
6,AR05414,84.6687854207402,48.11386813921331
6,AR82405,41.847990356767994,20.548477672193414
6,AKI02101,264.3507298948289,203.9930081831065
6,AKA08103,124.45552314149697,70.36010262103068
6,AR82401,165.36863169448586,106.66161820989497
6,AGE12101,69.88985141456507,30.552253678811233
6,AR90401,192.87638970456845,138.82616680132037
6,AR90205501,16.712761456872943,4.51709323634229
6,AR05401,424.97341162891775,405.98944934989714
6,AR05417,55.71922172192565,25.184933096317533
6,AR96234501,16.548898144829423,7.814947446876366
6,AR96237501,16.30840503324516,7.2973287537192455
6,AR90235501,24.858318662408326,10.8721951438565
6,AKA05105,23.29841073249274,14.500785870219923
6,AKA011,509.53425995358486,516.34003006548
6,AR82435,37.788996017350684,13.755155058024148
6,AKA05108,42.329992597921716,34.843701724197814
6,AR96401,289.31756397549043,238.54731946655295
6,AKA13106,43.154204464403534,17.341820974296812
6,AGE12103,15.497851289864558,4.153462228842312
6,AR96404,22.886280767554567,9.06652519383305
6,AKA05101,13.107092896516004,4.020181937546552
6,AR83248501,13.767426872580556,3.2208141427349037
6,AR83401,112.15411749124233,62.08591881768986
6,AR26405,15.186708384617576,3.8902636802543404
6,AKA13103,42.96643525267809,17.12367781671063
6,AR03426,143.54266820781572,85.68119332114591
6,AKA08104,32.539625012531545,11.054001433056195
6,AR83220501,14.293630624749921,4.249079365948973
6,AR83410,32.28977121363044,11.520840908165065
6,AR90230501,27.8682277031301,8.743285917276332
6,AR05423,142.16222902480644,106.38461347558413
6,AR82430,27.62712877882587,8.428033764015357
6,AKA05104,15.362041625262968,3.939529781159558
6,AR07415,99.63049290092275,63.072472477484766
6,AR07427,224.32626105789944,169.56999259265734
6,AR91235501,13.303186734035728,3.91388625463679
6,AR03432,40.51952096800793,15.096582813903801
6,AR07407,39.65863207636031,15.447658054315927
6,AR03233556000,15.234848371742032,3.707443031295271
6,AKA05102,13.10044748911784,2.770029439308246
6,AR05403,28.87325728815793,9.390856890147495
6,AKA11206,14.967305024371878,3.562457149221198
6,AR91401,45.897417260479514,17.7708000055759
6,AR05210551,12.994176531210567,3.1751714766694614
6,AKA05201,14.22253014732098,3.325220540662368
6,AR052325511,11.821885598155195,2.5893072147664604
6,AR07250501,12.359127096367462,2.7739151223222094
6,AR03205509,22.922248359508444,7.531530513888907
6,AR03205501,34.38942138529388,13.382677202292005
6,AUA01118,73.67961177502409,37.278591833047926
6,AR03408,18.27158400168954,5.260735024320237
6,AR05407,18.308177604326985,4.863689490290806
6,AUA27103,171.66933648021183,117.06743761837888
6,AR79401,100.57833830867527,56.511759634842846
